poda patti mone	Profanity	user_chat
pucha patti	Profanity	user_chat
bastin our mandan ahana	Profanity	user_chat
bastinoru mandana	Profanity	user_chat
ninaka pucha veno atho patti	Not_offensive	user_chat
ninaka pucha veno atho patti para da patti mone	Profanity	user_chat
Josph V Myre	Profanity	user_chat
pattikazverimone	Profanity	user_chat
kazverimone	Profanity	user_chat
pundachi mone	Profanity	user_chat
nee oru nalla pundachi mone ahana da	Profanity	user_chat
ninte pattine kanan cute ahan da	Not_offensive	user_chat
ninte pattine kanan cute ahan da chette	Not_offensive	user_chat
ninte pattine kanan cute ahan da patti	Not_offensive	user_chat
nente appaninte andi	Profanity	user_chat
ninte appante kashuvandi thottathil vellam ozhicho	Not_offensive	user_chat
ninte appante kashuv andi thottathil vellam ozhicho	Profanity	user_chat
ninte appante kashuv-andi thottathil vellam ozhicho	Profanity	user_chat
ninte thenditharakal pwolikum da	Not_offensive	user_chat
Bastinoru mandana	Profanity	user_chat
ninte thenditharam	Profanity	user_chat
ninte thendithrakal	Profanity	user_chat
Malareee nine kanathirunal	Profanity	user_chat
da malaree	Profanity	user_chat
Da patti	Profanity	user_chat
thendi	Not_offensive	user_chat
da thendi	Profanity	user_chat
Joseph V thendi	Profanity	user_chat
Da ninte patti cutte ahnn	Profanity	user_chat
ninte kashuvandi	Profanity	user_chat
ninte kashuvandi thottathil vellam ozhicho	Profanity	user_chat
nee nale pattine konduvarumo	Profanity	user_chat
Joseph V myre	Profanity	user_chat
Moenthe	Not_offensive	user_chat
Da chettatharam kanikkale	Profanity	user_chat
da vrithikettavane	Profanity	user_chat
Da thendi	Not_offensive	user_chat
da ninte kashuvandi thottam egane und	Not_offensive	user_chat
Da chette	Profanity	user_chat
Da chettanmare vilichond vaa	Not_offensive	user_chat
da pattikazhuveri mone	Profanity	user_chat
da nigga	Not_offensive	user_chat
niggesh	Not_offensive	user_chat
ഡാ പട്ടി	Not_offensive	user_chat
ഡാ തെണ്ടി	Profanity	user_chat
da kazhuveri mone	Profanity	user_chat
da ninte pattik asugam egane und	Not_offensive	user_chat
ninte patti cute ahnn	Not_offensive	user_chat
ninte achante swantham pari	Profanity	user_chat
ninte kunna cute aanu	Profanity	user_chat
nee oru adipoli Bastin P Myren thanne	Profanity	user_chat
Bastin P Thayoli	Profanity	user_chat
pha niggeshe	Not_offensive	user_chat
Nigga	Not_offensive	user_chat
nee oru malayalimangandimoron	Not_offensive	user_chat
ninte achanteuchideandidemyre	Profanity	user_chat
pha pannathayolimandangiranbowelxirkundi\	Profanity	user_chat
bastinte cute andi ?	Profanity	user_chat
ninte jeevan njan edukkum	Not_offensive	user_chat
ninte thanthakk sughamano	Profanity	user_chat
thantha	Profanity	user_chat
thalla	Profanity	user_chat
thalle scnnnnn	Profanity	user_chat
thalle vishayam saanam	Profanity	user_chat
trivandrum oomb	Profanity	user_chat
trivandrum supera	Not_offensive	user_chat
trivandrum slut shaming	Not_offensive	user_chat
dont do andikoya funde	Profanity	user_chat
slut	Not_offensive	user_chat
vedi	Profanity	user_chat
ninte achante achante ammede myreeeeee	Profanity	user_chat
ninte poori bhaji	Profanity	user_chat
poorji and kadala curry	Not_offensive	user_chat
poori and kadala curry	Not_offensive	user_chat
ninte achante poori	Profanity	user_chat
rainbowkannappi	Profanity	user_chat
pha	Not_offensive	user_chat
pha thendikutti	Profanity	user_chat
pha thendulkare	Not_offensive	user_chat
pha godlymyre	Not_offensive	user_chat
pha bastinpoori	Profanity	user_chat
pha andikuttappi	Profanity	user_chat
pha jingle bells funde	Not_offensive	user_chat
pha funde	Not_offensive	user_chat
pha pha pha funde	Not_offensive	user_chat
ninte patti cute ahn	Not_offensive	user_chat
da paTi	Profanity	user_chat
da pati tendi	Profanity	user_chat
dan mayire	Not_offensive	user_chat
da mayire	Profanity	user_chat
enthonda myiree kanikune	Profanity	user_chat
patti kazuveri mone	Profanity	user_chat
ninte patti cute thanne	Not_offensive	user_chat
ninte thendiyaya achan sokam ahnu	Profanity	user_chat
ulla kaapi thanne ninte amma undakiyath	Profanity	user_chat
ninte ammade kappi kollila	Profanity	user_chat
ninte ammade kappi super ahnnu	Profanity	user_chat
ninte pullu enik venda	Profanity	user_chat
da ninte ammade kappi super ahnn	Not_offensive	user_chat
da ninte pullu ente pashuvinu kodukenda	Profanity	user_chat
poda pulle	Profanity	user_chat
da chette	Profanity	user_chat
chetta enthokeyund vishesham	Profanity	user_chat
da enthokeyund vishesham	Not_offensive	user_chat
da sugamano	Profanity	user_chat
da	Not_offensive	user_chat
da sugam	Profanity	user_chat
mayire	Profanity	user_chat
da enthokeyund	Not_offensive	user_chat
chetta kadayil poyo	Not_offensive	user_chat
da makane	Not_offensive	user_chat
da ullee	Profanity	user_chat
da exam ezuthiyo	Not_offensive	user_chat
da enthokeyund varthalkal	Not_offensive	user_chat
Joseph V Thendi	Offensive_Untargetede	user_chat
JosephThendi	Profanity	user_chat
mythandi mone	Profanity	user_chat
chetta kelkamo	Profanity	user_chat
chetta enthokeyund	Profanity	user_chat
chettan	Not_offensive	user_chat
chetaa	Not_offensive	user_chat
chettaaa	Profanity	user_chat
da chettee	Not_offensive	user_chat
da chettan eppol varum	Not_offensive	user_chat
da paranarimone	Profanity	user_chat
miss kunjappu	Not_in_intended_language	user_chat
vaa thurakalu nee	Profanity	user_chat
vishyam ahnu  monee	Not_offensive	user_chat
pulikali onathinu kalikunnudo	Profanity	user_chat
pulikali onathinu	Not_offensive	user_chat
enthanu ippo smphavichath	Not_offensive	user_chat
nee nallavana	Not_offensive	user_chat
enthutta kedi kanikuneee	Profanity	user_chat
enthutta gadi kanikunee	Profanity	user_chat
enthutta kedi kanikunne	Profanity	user_chat
da pulle	Profanity	user_chat
enthutta gadi kanikae	Profanity	user_chat
enthutta kadi kanikunne	Not_offensive	user_chat
enthuta gadi kanikunee	Not_offensive	user_chat
enthu malaranu ambalathil vekunath	Profanity	user_chat
etha ee malaran	Profanity	user_chat
da poori mone	Profanity	user_chat
pooryum curryum	Not_offensive	user_chat
nigga	Profanity	user_chat
nighesh	Not_offensive	user_chat
da panni	Profanity	user_chat
enthokeyund chetta vishesham	Not_offensive	user_chat
JohnWick Thendi	Profanity	user_chat
JohnWick	Not_offensive	user_chat
JohnWick Cinema nallatahala	Not_offensive	user_chat
JohnWick Cinema Nalla vritheketta padamanu	Not_offensive	user_chat
Johnwick Padam Nala Myru Padamann	Profanity	user_chat
poda	Offensive_Untargetede	user_chat
dey	Not_offensive	user_chat
podey	Profanity	user_chat
enthadey	Not_offensive	user_chat
poda mayire	Profanity	user_chat
dan Thendi	Profanity	user_chat
dey mythandimone	Profanity	user_chat
da nallavannaya unni	Not_offensive	user_chat
da pooo maname	Profanity	user_chat
da pooo..	Profanity	user_chat
da poo maname	Profanity	user_chat
da pooo...	Profanity	user_chat
da pooo	Profanity	user_chat
poooovaname	Not_offensive	user_chat
pooovaname	Not_offensive	user_chat
vanam	Profanity	user_chat
da nee oru vanam ahnu	Profanity	user_chat
pooovanam putthulunju	Not_offensive	user_chat
poooovanam	Not_offensive	user_chat
poooovanam puthulunju	Profanity	user_chat
poooo maname	Not_offensive	user_chat
da vanname	Not_offensive	user_chat
വാണം	Not_offensive	user_chat
nee enthoru vanam ada	Profanity	user_chat
da nee oru vannam thnne	Not_offensive	user_chat
da nee oru vanam thanne	Not_offensive	user_chat
nee oru vanam thanne	Not_offensive	user_chat
poda thendi	Profanity	user_voice
poda myre	Profanity	user_voice
പട്ടി	Profanity	user_chat
എടാ	Profanity	user_chat
എടാ ഊളെ നിൻറെ വീട്ടിൽ ആരൊക്കെയുണ്ട് ടാ പട്ടി	Profanity	user_chat
എടാ മൈതാണ്ടി	Not_offensive	user_chat
എടാ മൈതാണ്ടി മോനെ	Profanity	user_chat
എടാ സുഖമാണോ നിനക്ക്	Not_offensive	user_chat
എടാ നിൻറെ വീട്ടിൽ ആരൊക്കെയുണ്ട്	Not_offensive	user_chat
പശുവിനു പുല്ലു കൊടുത്തോ	Not_offensive	user_chat
എടാ പുല്ലേ	Profanity	user_chat
മൈതാണ്ടി നിനക്ക് ഉളുപ്പുണ്ടോ	Not_offensive	user_chat
എടാ മൈതാണ്ടി മോനെ ഉളുപ്പുണ്ടോ നിനക്ക്	Not_offensive	user_chat
എടാ നിൻറെ പട്ടിയെ കാണാൻ ക്യൂട്ട് ആണ്	Profanity	user_chat
എടാ നിൻറെ പട്ടിയെ കാണാൻ എന്ത് ക്യൂട്ട് ആണ്	Profanity	user_chat
എടാ മൈരേ	Profanity	user_chat
എടാ മൈരേ എന്തൂട്ടാ കാണിക്കണേ	Profanity	user_chat
hiii	Not_offensive	user_chat
myree	Not_offensive	user_chat
maiyre	Not_offensive	user_chat
da mayiree	Not_offensive	user_chat
da mayirree	Not_offensive	user_chat
da myre	Not_offensive	user_chat
da pattti	Profanity	user_chat
ninte patti enth cute ahnn	Not_offensive	user_chat
poooryum curryum	Profanity	user_chat
da mythandi mone	Profanity	user_chat
pooo vaname	Not_offensive	user_chat
pooo maname	Not_offensive	user_chat
da nee enthoru vanam ahnn	Not_offensive	user_chat
nee oru vanam ahnn	Not_offensive	user_chat
chetta sugam ahno	Not_offensive	user_chat
nee oru chette ahnn	Profanity	user_chat
da ninte veetil arokeyund	Not_offensive	user_chat
da poorimone	Profanity	user_chat
da ulle	Not_offensive	user_chat
ulle	Not_offensive	user_chat
da ullatharam kanikathe	Not_offensive	user_chat
da maaakane	Not_offensive	user_chat
da maakane	Not_offensive	user_chat
Yeda Patti	Profanity	user_chat
Sugamano	Not_offensive	user_chat
da nee oru thendiya	Profanity	user_chat
da mythandimonemyre	Profanity	user_chat
ഡാ മൈതാണ്ടി	Profanity	user_chat
തൈര്	Not_offensive	user_chat
മോണേഷ് കുമാർ	Profanity	user_chat
എടാ പട്ടി	Profanity	user_chat
h	Not_offensive	user_chat
gj	Not_offensive	user_chat
ഹി	Not_offensive	user_chat
ജസ്റജിജെഖ്‌ഫ്‌	Not_offensive	user_chat
പൂരിമൗണ്ലെ	Not_offensive	user_chat
ഉക്കലാച്ചി	Not_offensive	user_chat
ninte thanthede thanthede karam aayeeee hai hai	Not_offensive	user_chat
ninte thanthe thanthede pari aayeee hai hai	Profanity	user_chat
sun raha ho kya maire	Not_offensive	user_chat
പിഴച്ച പെണ്ണെ	Not_offensive	user_chat
umbu umbu mein	Not_offensive	user_chat
bastinte pepe small aano ?	Not_offensive	user_chat
okkulachi	Not_offensive	user_chat
bastinte pp small alle ?	Not_offensive	user_chat
mumabachi	Not_offensive	user_chat
തുണ്ടി പെണ്ണെ	Profanity	user_chat
മോട്ടാക്കി	Not_offensive	user_chat
ninte thanthede thanthede myre andiyundoooooooo	Profanity	user_chat
chanthi keeri poyo	Profanity	user_chat
oombu milmaire	Profanity	user_chat
umbi penne va va	Profanity	user_chat
oombu oombu dinglish	Profanity	user_chat
neghar is sad	Not_offensive	user_chat
subalekshmi	Not_offensive	user_chat
supriyade andy	Not_offensive	user_chat
chechiye kandal apple pole	Not_offensive	user_chat
ammachide kundi	Profanity	user_chat
chechik undoru googly	Not_offensive	user_chat
kunchi kotha	Profanity	user_chat
chechikk karate kund ishtam	Profanity	user_chat
ku ku ku kundi	Profanity	user_chat
nigga mownye	Profanity	user_chat
roadil kund und	Profanity	user_chat
kundum kuzhiyum	Not_offensive	user_chat
appachte kunje, ammamme andy, jansi mole	Profanity	user_chat
ninte achante kuzhi	Not_offensive	user_chat
muttala	Profanity	user_chat
ninte achante pari kuzhi	Profanity	user_chat
pokkkipari	Not_offensive	user_chat
ninte achante kuzhi babygurl	Not_offensive	user_chat
kottara thalo	Profanity	user_chat
veedu kanatha mwone nee pariche	Profanity	user_chat
thly	Not_offensive	user_chat
thayoli	Profanity	user_chat
pokachi andi	Profanity	user_chat
tere kuzhi se apnaaa maahaaaaagayyy	Not_offensive	user_chat
ichayante pooru is super	Not_offensive	user_chat
